id,kind,chapter,section,deck,promptLine,answer,tags,choice_A,choice_B,choice_C,choice_D,difficulty
travel4-move1-014,vocab,4,"Getting Around","Transport","Airplane","fēijī — 飞机",travel|transport|reverse,"fēijī — 飞机","huǒchē — 火车","dìtiě — 地铁","bānchē — 班车",1
travel4-move1-015,vocab,4,"Getting Around","Transport","Bicycle","zìxíngchē — 自行车",travel|transport|reverse,"zìxíngchē — 自行车","chē — 车","bānchē — 班车","gōnggòng qìchē — 公共汽车",1
travel4-move1-016,vocab,4,"Getting Around","Transport","Shuttle","bānchē — 班车",travel|transport|reverse,"bānchē — 班车","gōnggòng qìchē — 公共汽车","chūzūchē — 出租车","dìtiě — 地铁",1
travel4-move2-001,vocab,4,"Getting Around","Places","chēzhàn — 车站","Station",travel|places,"Station","Airport","Platform","Intersection",1
travel4-move2-002,vocab,4,"Getting Around","Places","jīchǎng — 机场","Airport",travel|places,"Airport","Station","Hotel","Location",1
travel4-move2-003,vocab,4,"Getting Around","Places","zhàn tái — 站台","Platform",travel|places,"Platform","Station","Exit","Entrance",1
travel4-move2-004,vocab,4,"Getting Around","Places","chūkǒu — 出口","Exit",travel|places,"Exit","Entrance","Intersection","Location",1
travel4-move2-005,vocab,4,"Getting Around","Places","rùkǒu — 入口","Entrance",travel|places,"Entrance","Exit","Station","Platform",1
travel4-move2-006,vocab,4,"Getting Around","Places","lùkǒu — 路口","Intersection",travel|places,"Intersection","Location","Station","Exit",1
travel4-move2-007,vocab,4,"Getting Around","Places","zhōngzhuǎn zhàn — 中转站","Transfer station",travel|places,"Transfer station","Platform","Station","Airport",1
travel4-move2-008,vocab,4,"Getting Around","Places","dìdiǎn — 地点","Location",travel|places,"Location","Place","Station","Intersection",1
travel4-move2-009,vocab,4,"Getting Around","Places","Station","chēzhàn — 车站",travel|places|reverse,"chēzhàn — 车站","zhàn tái — 站台","zhōngzhuǎn zhàn — 中转站","jīchǎng — 机场",1
travel4-move2-010,vocab,4,"Getting Around","Places","Airport","jīchǎng — 机场",travel|places|reverse,"jīchǎng — 机场","chēzhàn — 车站","zhōngzhuǎn zhàn — 中转站","dìdiǎn — 地点",1
travel4-move2-011,vocab,4,"Getting Around","Places","Platform","zhàn tái — 站台",travel|places|reverse,"zhàn tái — 站台","chēzhàn — 车站","chūkǒu — 出口","rùkǒu — 入口",1
travel4-move2-012,vocab,4,"Getting Around","Places","Exit","chūkǒu — 出口",travel|places|reverse,"chūkǒu — 出口","rùkǒu — 入口","lùkǒu — 路口","dìdiǎn — 地点",1
travel4-move2-013,vocab,4,"Getting Around","Places","Entrance","rùkǒu — 入口",travel|places|reverse,"rùkǒu — 入口","chūkǒu — 出口","zhàn tái — 站台","chēzhàn — 车站",1
travel4-move2-014,vocab,4,"Getting Around","Places","Intersection","lùkǒu — 路口",travel|places|reverse,"lùkǒu — 路口","dìdiǎn — 地点","zhōngzhuǎn zhàn — 中转站","chēzhàn — 车站",1
travel4-move2-015,vocab,4,"Getting Around","Places","Transfer station","zhōngzhuǎn zhàn — 中转站",travel|places|reverse,"zhōngzhuǎn zhàn — 中转站","chēzhàn — 车站","jīchǎng — 机场","zhàn tái — 站台",1
travel4-move2-016,vocab,4,"Getting Around","Places","Location","dìdiǎn — 地点",travel|places|reverse,"dìdiǎn — 地点","lùkǒu — 路口","chēzhàn — 车站","zhàn tái — 站台",1
travel4-move3-001,vocab,4,"Getting Around","Directions","dào — 到","Arrive",travel|directions,"Arrive","Depart","Enter","Stop",1
travel4-move3-002,vocab,4,"Getting Around","Directions","chūfā — 出发","Depart",travel|directions,"Depart","Arrive","Stop","Transfer",1
travel4-move3-003,vocab,4,"Getting Around","Directions","huàn — 换","Transfer",travel|directions,"Transfer","Change seats","Stop","Enter",1
travel4-move3-004,vocab,4,"Getting Around","Directions","guò — 过","Pass / cross",travel|directions,"Pass / cross","Stop","Enter","Arrive",1
travel4-move3-005,vocab,4,"Getting Around","Directions","jìn — 进","Enter",travel|directions,"Enter","Exit","Arrive","Stop",1
travel4-move3-006,vocab,4,"Getting Around","Directions","chū — 出","Exit",travel|directions,"Exit","Enter","Stop","Pass",1
travel4-move3-007,vocab,4,"Getting Around","Directions","tíng — 停","Stop",travel|directions,"Stop","Park","Arrive","Exit",1
travel4-move3-008,vocab,4,"Getting Around","Directions","kào — 靠","Pull over / next to",travel|directions,"Pull over / next to","Stop","Enter","Pass",1
travel4-move3-009,vocab,4,"Getting Around","Directions","Arrive","dào — 到",travel|directions|reverse,"dào — 到","chūfā — 出发","tíng — 停","guò — 过",1
travel4-move3-010,vocab,4,"Getting Around","Directions","Depart","chūfā — 出发",travel|directions|reverse,"chūfā — 出发","dào — 到","huàn — 换","tíng — 停",1
travel4-move3-011,vocab,4,"Getting Around","Directions","Transfer","huàn — 换",travel|directions|reverse,"huàn — 换","guò — 过","kào — 靠","chū — 出",1
travel4-move3-012,vocab,4,"Getting Around","Directions","Pass / cross","guò — 过",travel|directions|reverse,"guò — 过","jìn — 进","chū — 出","tíng — 停",1
travel4-move3-013,vocab,4,"Getting Around","Directions","Enter","jìn — 进",travel|directions|reverse,"jìn — 进","chū — 出","dào — 到","kào — 靠",1
travel4-move3-014,vocab,4,"Getting Around","Directions","Exit","chū — 出",travel|directions|reverse,"chū — 出","jìn — 进","guò — 过","tíng — 停",1
travel4-move3-015,vocab,4,"Getting Around","Directions","Stop","tíng — 停",travel|directions|reverse,"tíng — 停","kào — 靠","huàn — 换","dào — 到",1
travel4-move3-016,vocab,4,"Getting Around","Directions","Pull over / next to","kào — 靠",travel|directions|reverse,"kào — 靠","tíng — 停","guò — 过","jìn — 进",1
travel4-move4-001,phrase,4,"Getting Around","Travel Phrases","chēzhàn zài nǎlǐ — 车站在哪里","Where is the station?",travel|move|phrase,"Where is the station?","Where is the airport?","Where is the subway?","Where is the entrance?",1
travel4-move4-002,phrase,4,"Getting Around","Travel Phrases","jīchǎng zài nǎlǐ — 机场在哪里","Where is the airport?",travel|move|phrase,"Where is the airport?","Where is the station?","Where is the hotel?","Where is the exit?",1
travel4-move4-003,phrase,4,"Getting Around","Travel Phrases","dìtiě zài nǎlǐ — 地铁在哪里","Where is the subway?",travel|move|phrase,"Where is the subway?","Where is the station?","Where is the entrance?","Where is the exit?",1
travel4-move4-004,phrase,4,"Getting Around","Travel Phrases","rùkǒu zài nǎlǐ — 入口在哪里","Where is the entrance?",travel|move|phrase,"Where is the entrance?","Where is the exit?","Where is the station?","Where is the intersection?",1
travel4-move4-005,phrase,4,"Getting Around","Travel Phrases","chūkǒu zài nǎlǐ — 出口在哪里","Where is the exit?",travel|move|phrase,"Where is the exit?","Where is the entrance?","Where is the subway?","Where is the station?",1
travel4-move4-006,phrase,4,"Getting Around","Travel Phrases","wǒ qù jīchǎng — 我去机场","I’m going to the airport.",travel|move|phrase,"I’m going to the airport.","I arrived at the airport.","Where is the airport?","I want the airport.",1
travel4-move4-007,phrase,4,"Getting Around","Travel Phrases","wǒ yào qù zhèlǐ — 我要去这里","I want to go here.",travel|move|phrase,"I want to go here.","I arrive here.","I am here.","I stop here.",1
travel4-move4-008,phrase,4,"Getting Around","Travel Phrases","wǒ dào zhèlǐ — 我到这里","I arrive here.",travel|move|phrase,"I arrive here.","I go here.","I stop here.","I am lost here.",1
travel4-move4-009,phrase,4,"Getting Around","Travel Phrases","zài zhèlǐ huàn — 在这里换","Transfer here.",travel|move|phrase,"Transfer here.","Stop here.","Arrive here.","Exit here.",1
travel4-move4-010,phrase,4,"Getting Around","Travel Phrases","qǐng zài zhèlǐ tíng — 请在这里停","Stop here, please.",travel|move|phrase,"Stop here, please.","Get off here.","Wait here, please.","Park here.",1
travel4-move4-011,phrase,4,"Getting Around","Travel Phrases","zài zhèlǐ xià chē — 在这里下车","Get off here.",travel|move|phrase,"Get off here.","Stop here.","Transfer here.","Arrive here.",1
travel4-move4-012,phrase,4,"Getting Around","Travel Phrases","guò zhè ge lùkǒu — 过这个路口","Pass this intersection.",travel|move|phrase,"Pass this intersection.","Stop at this intersection.","Turn at this intersection.","Arrive at this intersection.",1
